comment,toxic
"цитат ванильн пизд","1"
"подписчик 50к сам знает лол просмотр перв сутк 100к так неклипов формат числ маленьк","0"
"мандарин протухл хачапур ост пахнет немыт хач","1"
"убед обучен студент гур ( видос длин ) большинств уровн артистизм выразительн пен довольн далек","0"
"машин времен 90е отправ дс отъед км нескольк станц электричк наслажда вжив","0"
"игр запрет пидорашк ху знает хочеш сво глубок комментар свал ньюсач блохач хот тред шар ? увер дива бойц необходим тво важн политическ комментар","1"
"всем виноват бел расист феминизм побед","1"
"помн ещ ран проект нифедов эх врем 11-12 год","0"
"модератор","0"
"добр утр социалист !","0"
"рекоменд книг черн лебед ? еба деб","1"
"кром сакрамар помн свин гнидин ?","1"
"еблищ подштукатур ряб бляд хуяс няш писа ссан тряпк сортир мыт довер","1"
"о обострен ситуац стран лахтодыр десант увелич дыряв тред циферк лол","1"
"поэт прост стесня выгоня просл женоненавистник задрот бред настоя чувак свободн баборабств поступа","1"
"бонг подроч","0"
"вруб далбаеб взял гот чил","1"
"говношкур спрашива расистск пада слов дава ебальник закр унитаз спущ дедушк гитл","1"
"финлянд возглав список стран сам счастлив жител свидетельств результат исследован world happiness report заказ оон втор мест располож норвег замкнул тройк лидер дан десятк сам счастлив стран оказа такж исланд швейцар нидерланд канад нов зеланд швец австрал росс заня 59-е мест обогна казахста кипр болив наибольш паден рейтинг счаст показа венесуэл опуст 82-го мест 102-е украин стал 139-й сред сам счастлив стран уровен счаст определя нескольк показател ввп душ населен продолжительн жизн социальн поддержк свобод жизнен выбор щедрост довер год процент россия счита счастлив людьм причин чувств называ налич сем хорош самочувств работ налич дет","0"
"тво вскукарек хохл ... ?","1"
"ласков нежн люб ! средн наташк нах хочет пит моч турк вылизыва подошв ашот получа пиздюл вася крепостн пород","1"
"фрэд ид нах пойд тво ссан концерт","1"
"говн сожр лиш либерах горел бутылк сяд лиш либерах горел сдохн лиш либерах горел","1"
"внезапн шляп станов маскот крымотред постя шляп получа бонус котор трат врем выход трет сезон вне сезон действ бонус отменя бан анимепостинг","0"
"пидрюх норм всоса","1"
"норкомон придума тарасик лишь-б целова сапог прежн барин","1"
"тво пидораш риторик прокана свинолюд растека все борд перефорс свин тухл мемчик уровн одноклассник 2009. пал убог крымодаун имеют понят традиц культур борд убог скот ватнокласник","1"
"одн фамил вечн слыш омежк ?","1"
"демократ работа услов активн участ сша прекрасн","0"
"неприятн ? страда хохложивотн","1"
"пизд ашот соса сельд дума поня обычн шкур ?","1"
"защит чукч усилен тариф плат усердн активн копротивля ?","1"
"лахтодырк отрица сво существован","1"
"парен целова рук смея врем прост ще няч восторг лиц написа","1"
"определяющт фактор - налич жрачк проблем голод врод давн проблем цел люд","0"
"дал рота эт пидор алексунайтмор команд ?","1"
"фаяяяя туттутутуттутутутрурутурут","1"
"лов сук зна кажд украинц сердц подобн мраз попреш сюд сил знвй ждут бол унижен","1"
"перфекционист ? бляд вцеп стран клещ","1"
"ког ебут тво доктрин шнобел ? исламист дет боев юнит нех дела жереб вал наглух школьн охранник имеет прав случа группов нападен применен оруж почита сук закон палестинц люд вообщ пуст нах кат ишак еба гор подальш земл тех ког реальн невин дет печ архивирова состоян спичечн коробк","1"
"живеш рад секс долбоеб ?","1"
"дизайн комнат скопирова смехопанорам фраз помн славн врем гибельн капч массовк двач","0"
"пошл нах свин хохл штык ! хорош хохол - дохл хохол уб хохл уб !","1"
"баб рот знач баб урот","1"
"остальн паразит тем двач выстрел савкин держ счет стор приглаша гост ( реальн хиккан ) пыта смен основн аудитор омеган школьник","1"
"! проход хохл пост поздноват проснул ещ понима","1"
"габ проеба момент выстрел средненьк шутан нынешн гамир хл3 знают ждут прошл пох том вальв давн геймдевелоперск контор занима ху знает нибуд","1"
"интерес как плюс биткойн отношен современ валют золот анон жалеет отмен золот стандарт рат биткойн хотел сравн плюс минус","0"
"достаточн одн хохл пошл пизд","1"
"нашл зайд тянк страниц","1"
"как мерзотн зажра рож прям натуральн сеньор помидор чиполлин","1"
"рабоч мест принесут одн налог млн норм бизнес","0"
"всем пох пидораш бол вы-никт виртуальн пространств","1"
"пидорах - росс украин говн росс - пидорах","1"
"уйд ху сос вообщ рашк хохляшк во-втор кукарека анонимн друг люд быдл че попездыва донос уморительн тем так пидораш ремесл развод сплетн лезт чуж жизн анонимн коллектив трав одн молодеж ненавид совок сам далек ушл успокаива эт","1"
"заеб девах дрочил журнальн ... нескольк нормальн баб утр повида друг рассужда начнет","1"
"двач отмен бесконечн фиг смыва шитпост сидет тред пал крупиц релейтед","0"
"ве научпоп блогер параш","1"
"кулстор люб все слил бгг эталон тп","1"
"повышен должност отличн работа !","0"
"бля ноч законч казимиркин шизоид просоч обител говн","1"
"че пешебляд спокойн пользова внеуличн переход лифт нормальн работа польз недел так переход лифт работа","0"
"политолог-единоросс маргинальн конф обозрева ослепительн побед стаса671какпр девствен павук","0"
"пиздец одн хач сто назва хачеград","1"
"сам поток мат рапич мал матер мим обычн быдл котор стал популярн благодар неадекватн реакц стрим адекватн реакц искрен терпильн большинств люд быва","1"
"няшн тяночк трапик рот насра ...","1"
"бабы-борцун равноправ выгляд - мужчин ? уподоб сво угнетател ?","1"
"пидорва пидорнул пидорешт пидран пидрок","1"
"катарск источник сообща дне переговор дох сша талиба заключ соглашен согласн договорен сша выведут сво войск ( имеют ввид имен регулярн войск ) афганиста талиба обяз друж аль-каид борот терроризм территор афганиста даб иг люб друг террористическ групп ( талиба эт соглашен фактическ выбыва списк террористическ организац переход лагер контртеррорист ) могл использова территор афганиста нападен друг стран глав американск делегац отмет существен прогресс эт двум пункт ... ... согласн требован талиба сша отказа предварительн услов связа обязательств талиб нача политическ процесс кабульск правительств обсужда прост сделк - вывод оккупацион войск обм обязательств талиба борот терроризм одн главн задач спец.представител трамп афганистан ... кажет официальн правительств афганиста появля нек проблем перспектив немношк повисет кран","0"
"суть-т кредит положен обществ кто-т представител дефицитн професс резюм котор работодател слета мух мед кто-т случа потер работ месяц порог обива лиш снов взял менеджер крут гайк делен класс работа кредит способн плат значат - царск росс кажд трет дворянишк имел долг жизн вперед холоп станов","0"
"пиздец позор какой-т зоопарк ебан чиж говн человек ещ хуж","1"
"русск поляк ближ какл получа ?","1"
"двач студ всрат комнат камер вообщ студ назва","0"
"поч папич даунск чат ? реальн ощущен смотр школьник одн олд блят пиздеж спам фраз папич постинг монкас проч хуит","1"
"прот сочинск олимпиад сук ебан шизик арестовыва прост дурк закр","1"
"русачк пушечн мяс импер","1"
"скример рак форся детьм нах убива лампов шебм-тред раньш мог прост кликнут видос прощелкива вниз чит пост что-т нужн останов спрос ху посла так хрен сдела либ уш надева либ звук смотр пидарас специальн дела видос нуж звук котор приглуша общ хуйн либ выжеч либ шебм-тред останет дрочилов","1"
"дурак мест","1"
"интересн сас старлайнер опциональн ?","0"
"официальн корочк актерств меня дел голливуд поверж","0"
"сво культур культур российск импер культур росийск немц имперц так немцедрочер сут ещ забавн","1"
"русняв няш проеба республик русняв няш проеба окраин русняв няш проебыва столиц говн свин ?","1"
"поня уместн ? определя как количеств уместн ? уместн","0"
"хохл грузин татар молдован венгр азербайджан армян проч проч проч мусор","1"
"свин вздума пидор перефорс смияв дума мнен пидорашек всем плева счита пидорах должн покинут политач","1"
"повыша акциз сажа конкурент роснефт сам прост","0"
"перевод стрелк конкретн обсужда покак попук багдасаря автач нах нужн точк","1"
"двачер хуж пидорас пост двач двач двач будут оправдан тип дак эт сюд вам двачер амешк посмея захож част правд правд","1"
"ух сладк петушок камер нарасхват","1"
"быстр проскоч улиц зат упреш пробк светофор сэкономл окол минут времен люб случа правд бесфетофорн улиц переход дорог ? подземн надземн переход","0"
"загна теб черн шконк проверя","1"
"увид - бор законч тк трап кинет станет открыт русофоб год-полтор случ","1"
"юлик хованск получш выход снима кузьм дно тянет","1"
"бля пор хорош яб сал пуст","1"
"контент хорош хот цветов эффект виде","0"
"жирн теб сосак стыдн пиар ? поаккуратн толка сво говн пал теме- говн дела лют хуйн патлобес","1"
"курс пиндос останов внезапн смерт хот сам гордеев глубок симпатичн - иб наш","1"
"стран существ множеств люд котор подобн ситуац явля источник попобол","0"
"мозг понима вмест комментар сип отключ ?","1"
"коммунист быва кризис ссср социалистическ коммунистическ государств обычн гос.капитализм столкнул кризис зарегулирова экономик выдержа ебнул дерегулирова раньш - пульнул вверх кета экономик действительн социалистическ свободн кампуч - вопрос неясн правд показыва чудес безкризисн рост - знает ...","0"
"ыоутубе-звезд badcomedian скольк теб плат форс мудоф ?","1"
"уг ностальдж год стрим впрям получ безумн лампов эх никт возмуща","0"
"выруча уберменш нуж видос ии прода го хуйню","1"
"клоун блят бородач миш та чмох балончик ход эт пистолет смысл драт правил бокс дебилизм рад бабок выход ринг говн лома рук болев максимум быстр успел растащ подбородок удуша маха перчатк нескольк раунд говн бега камер порва связк пита трубочк","1"
"ху шамил отц член хвата хевин понавыдумыва","1"
"деньг занес сус модн реклам интересн сегодн собира","0"
"жал - ху нуж","1"
"кажет модер лол одн тематик оста реагир моч школьник щитпостер затеса моческвад срут безнаказа аб пох давн параш прода жир","1"
"фемк подстилк путин внедрен дял позор движен","1"
"пиздец попабол наблюда я. дяк киев онотол","1"
"привет науч проход хохл","1"
"тупорыл школьник ху собач обзыва свин","1"
"перв заня лахтобляд","1"
"майдан сгон равн ! крайн случа сша нат поможет поиска пидорашк химическ оруж .... бо мол ! скор хусейн чаушеск отправ процент пидорашек прот конец тво близок тира !","1"
"та ид нах очеидн твердолоб жырняг","1"
"работа шахт добыч радиоактивн руд сиз сам дешев недо-лепесток","0"
"работа либертарианск суд ?","0"
"сук постав лайк тред вчер захож лайк ! скрут лайк сук ! нача иска дел лайк сто тред шар ! мраз макак прода жоп кремл будьт осторожн !","1"
"спрашива хуесос срыгн нах канав","1"
"говор пидорах плох понима выгляд тип европейск лиц котор русн дрочат привыкш жит сред орк светл волос глаз воспринима так орк приплюснут глов свин рож сво ког либ европейск лиц развит челюст т.п темн волос нем относ подозрен баб эт похож марлон бранд","1"
"кислот раствор любител современ искусств поступа !","0"
"дик ангел вообщ редк случа удачн подбор актер цел неплох жанр сценарн работ дела типов мыльн теленовелл что-т запомина открыт смотрел ровн паца девк текл факун друг друг обсужда сер ждал развязк помн окончан запуст сериал-продолжен стар геро перв сер подыха орейр игра друг героин бабк срак зашл сраз выпил эфир ещ блят хэппи-энд произошел теб жадн аргентинск телепродюсер говор ниху начина по-нов","0"
"след конвейер ед ?","0"
"хряк скажет проявлен гибридн войн дел личн благослов патриарх кирилл ?","1"
"туп мочуха-ледрочер бан неудобн пост поскор пидорнул ещ православн гомофорс бочк кат","1"
"воспрепятствова террор прот гражданск населен территор занят войск пидор благ большевик освобод бел террор натерпевш народ","1"
"якутск нацизм дикар туп бляд","1"
"ждем наде процесс идет принцип","0"
"лахтодеб чита умееш ? говор жрет доху едет ниху","1"
"шар правильн стебет ebach.ru обосса","1"
"пендос израел сил завоева призна какие-т рифирендумы-шмифирендум неизвестн","1"
"блят хохл заеба - ещ все казахск говн сюд po притащ","1"
"очередн доз кайф теб необходим получ что-т выходя рамк человеческ возможн нормальн ужин мяс овощ вмест доширак мазик","1"
"как пруф контент ютуб патреон - единствен источник доход смысл все жизн ?","0"
"врем пилот обречен самолет boeing эфиоп индонез пыта вернут управлен двух важн функц безопасн котор boeing продава дополнительн плат пишет ny times друг авиапроизводител boeing получа прибыл благодар апгрейд самолет индивидуальн нужд заказчик опциональн функц включа продвинут оформлен комфорт премиальн мест причудлив освещен дополнительн туалет дополнительн плат прода такж систем связ навигац безопасн мног авиакомпан особен бюджетн перевозчик так индонезийск lion air покупа функц регулятор треб обязательн налич двух катастроф boeing сдела стандартн одн эт функц безопасн рамк обновлен программн обеспечен самолет сих пор неизвестн стал причин крушен рейс авиакомпан ethiopian airlines март рейс авиакомпан lion air пят месяц назад эксперт предполага частичн вин леж нов программн обеспечен котор добав boeing max неверн дан сенсор возможн вызва неисправн систем maneuvering characteristics augmentation system ( mcas ) октябр 2018-го лайнер lion air разб западн побереж остров яв погибл человек анализ дан черн ящик эксперт очен удивл стран поведен систем mcas суд всем датчик поступа неправильн дан угл атак самолет автоматическ опуст нос направ прям вод пилот десят пыта вручн подня нос систем все равн опуска вниз итог лайнер удар вод разб март друг воздушн судн потерпел крушен эфиоп жертв стал пассажир восем член экипаж март год консультац федеральн авиацион администрац сша сво клиент компан boeing выпуст официальн рекомендац всем авиакомпан времен приостанов полет самолет boeing max ближайш нескольк недел компан обеща обнов программн обеспечен систем управлен полет ...","0"
"педик называ друг педик фу бля забавн форс ( )","1"
"педофил дрочат тех ког нача раст сиськ волос повсюд","1"
"дава собер обосс хрюка скольк терпеть-т","1"
"учитыв отсутств институт репутац историк наш стран похвал мал значат похвал маэстр","0"
"нацик неправильн","1"
"дела выбор вер манямирок коллапсир остав хохл реальност","1"
"геро слав ! русак пойд оттуд выгоня ?","1"
"4chan archive.is 8chan kiwifarms bitchute пиздец нижн инторнет токсичн ебанат заблокирова жит","0"
"готов санкц проецир пидорах разрыв контракт русн плат - знач заеб","1"
"подобн чуваш - сувар","1"
"белар блят белар спидорсвин блят непробива хохлин сук какие-ж хохл дененерат пиздец прост","1"
"тупика кита хач тупика япон - урус проора белк корейц соус да","1"
"пидорошенк взрыва хохл ?","1"
"ролик удал годнот","1"
"причин поч сдела ?","0"
"анус сво потр нес хуйн цензур двач пизд паблик","1"
"останов производств физ коп игр врод отзыва магазин имеющ насчет увер стим пил петиц закономерн пососа ху","0"
"евгеш лицемерн мясн мешок дерьм живет дач сво бабы-клэп жир донат мот заграниц","1"
"вонюч совков скот прибежа ноет","1"
"толк ? негр писюн равн","1"
"пидорах салоед ващет критик лих шутк случа блядин - кликушеств хейтерств критик беззуб детск американск юмор батиков клоунад хвата пидорашк показа говн палк объект дорог камер говн палк стал дорог реквизит ниху понятн блохер реквиз плохеньк критик ролик хует хуж аниме-фест тво город пикрелейтед","1"
"очен жду над наш содержанк порад топ контент )","1"
"хочет араб ниггер ...","1"
"скин прост ?","0"
"тво личн мнен руск свин друг распространя","1"
"президент казахста переименова астан нур-султа подробн рбк","0"
"сид отбит дебил котор тред шут одн тред тред живут сво манямирк придума мэд чита плачет ноч вообщ разъебыва","1"
"лол нов гамаз друз ! год ! проч работа дела хорош качествен виде итог виж яндекс рубл","0"
"быстр кнопк скрыт мест вернул чмо","1"
"котор долж какой-т пос должн охуен реша драматург бля","1"
"блогер эм хартридж ( emily hartridge ) рассказа многолетн разочарован знакомств сет привел том замороз сво яйцеклетк сообща таблоид the sun женщин хотел взят контрол сво будущ материнств 34-летн женщин призна обрат онлайн-знакомств законч последн серьезн отношен пыта налад личн жизн год однак лиш потрат восем лет обманут безнадежн мужчин блогер уточн перв год волнова из-з уходя времен однак поздн реш след замороз сво яйцеклетк случа встрет подходя парн могл игнорирова мысл произойт призна хартридж девушк рассказа сво решен матер та предлож оплат дорогостоя процедур клиник хартридж узна крайн низк фертильн шанс естествен беремен очен мал лечен сохранен яйцеклеток обошл сем хартридж тысяч фунт ( 1,3 миллион рубл ) две недел перв процедур блогер познаком 27-летн парн имен джейк поддержа сопровожда клиник несмотр девушк появ бойфренд жалеет сдела выбор хартридж надеет храня заморозк яйцеклетк спасут случа расстанет парн сможет забеременет из-з пробл фертильн","0"
"боровик грязн либерастическ жид розжига вражд русск татар ... все идет план","1"
"проигрыва подобн визг ал долбоеб задумыва настоя травител те сам нормальн люд котор противопоставля обижен девственник ? двачер лиш прида огласк реальн хейт изоляц исход имен окружен шлюх так нормисов-доброхот посса рот недоумк докинул стру самопожертвен надр жоп рад каких-т рандомн шмар","1"
"очеред тащ спаса высот втро одн человек подня сил хват","0"
"конф мочератор недовольн модерк снимут прошл год снима хер вообщ реш снимет хот пят баннер снял чест нг правд ? замет уважен стар пердун так","1"
"ком пизд пидора севас овердоху моряк котор могут топов иномарк позвол лет назад 15. обычн люмп гречк масп могут позвол праздник","1"
"ностальг объективн лет 2000м год многодетн сем част приход одн разварива макарон либ гречк либ равн лампов вспомина игра футбол рязинов мяч сосед","0"
"кто-нибуд чита панчин ? втор книг хуйн перв норм интересн последн глав остальн опроверга рен-тв","0"
"извин уг буг восточноевропейск параш щелчк пальц меня правительств вне","1"
"юлик шлюх долж обозрева нищепродукт кузьм !","1"
"маа обид поч дегенерат мам ?","1"
"рот иба так поздравлен","1"
"стар тред наш бесед скат ад","1"
"тред имен alexdarkstalker98","1"
"все счас чможератор набегут потрут тво лбоев картиночк ip солюьт фсб теб рприйдут бутылк шампанск","1"
"поч выпил позорн мелкох ? держ ?","1"
"как окатыш туп прост пиздец реч ид т доход размер 1.9 сутк важн пша росс мал росс доллар ден назва деньг пша пыл карман","1"
"освет черв обломов","1"
"насчет спортивн школ скаж сегодн собира записа урок джемб муз.школ прос 4к гак занят ( месяц ) спортивн секц скор пар дорож выйдут инвентар площад сто","0"
"кунчик нужн донат угара мальчик","1"
"хохловск сам последовательн остальн инач присутств черн пятн двойн стандарт идеолог из-з происход перманентн срач","1"
"белар объем нараст ?","0"
"подержива бан скримодаун","1"
"недавн 60минут кусок врод говор стар стат хохл 45лям част вкрем част уеха нам польш поэт мертвяк доху","1"
"еба ве тред новоросс бот ебанут ? как загитов деревенск долбоеб котеночк бляд новоросс скат ?","1"
"нужн привлеч наказыва шлюх подобн подстрекательств шлишк част селедк выход сух вод","1"
"короч расклад тянк понрав кун поеба падик ебл жоп застав соса член кусочк собствен говн оскорб поэт реш оформ износ отомст прост выеба парн","1"
"хорош человек светл","0"
"латентн педик трап наверняк дроч","1"
"торгов центр унос 2к19 ход тц ? правильно-вырожденц подростк хач сельд остальн покупа продукт остальн товар ниж цен доставк дом интернет магазин прок месяц","0"
"двач заеба эт хуит прост кусок дерьм мал треб куч времен е рагада т.к картинк груз 90е правильн угада мишет капч невалидн заставля снов разгадыва трат минут рагаздыван итог отправ пост трат минут сам туп постав настройк стар двач капч работа ниху настройк постав двач капч умен эт еба гугловск сран появля скольк издева двачер ? убер гугловск хуйн двач ! ! !","1"
"сем сфотографирова снача отц сфотографирова мат вечносрущ окатыш сфотографирова","1"
"проебан поколен 90-х выжив заморыш прост отреб","1"
"верьт дизинф хачеградц","1"
"вольн быдла обычн говор ?","1"
"пидор какляцк жоп ебут","1"
"парен так херов ид двигал-выеба тян пизд вытерет ху волос выеба жоп застав облиза член е говн испачка отпиздош некотор нрав норм аккуратн дела чувствова состоян тян неопытн партнер реш сдела ладн бляд он-т год поцелу кайф лов","1"
"пидорашк зенит украинск отказа скор наслед хохл королев откажут","1"
"утружда убужден эт поехваш прост сказа шо трав плох абколюц анаш жеп ябут -","1"
"интересн так мемос цент плат ?","0"
"пидарас ! ниче женщин ещ встанут колен !","1"
"боев картинк типичн адепт гомикадз","1"
"запорож ветеран ат выдел комнат котор разлага труп сообща gazeta.zp.ua комнат котор выдел воен смог попаст получ ордер помещен оказа гол стен дыряв пол гор мусор неработа канализац однак сюрприз оказа комнат умер предыдущ владелец тел котор пролежа окол двух недел ран стран рассказыва киев отч взлома двер квартир обнаруж ван зареза атошник интересн сосед слыша подозрительн","0"
"вообщ пох тво перефразирова о вит больн могут сделот пуст сжига пожира хорон зажив полиц разберет героизм ник нуж то тянк парк нуж например","1"
"хоспад скольк пораш торчк ебан зарепорт тред так обычн быстр выпилива моч наркобляд должн страда","1"
"вас-дебил двум класс церковно-приходск почита вообщ свят дух происход во-перв рф положительн сальд торгов баланс лучш показател мир прода те доллары-евр покупа во-втор маленьк дегенерат покупа - основн капитальн вложен прайс конечн товар влия постольку-поскольк в-трет покупательск способн сам доллар растет несоизмерим меньш выпуска денежн масс обесценива быстр рубл например где-т год сам топ-пек рф сто 40к несоизмерим меньш зп - район 90. в-четверт рубл привяза доллар какой-нибуд юан бляд общ цел коч нах дебильн животн как-т поеба мо благосостоян полност укладыва статистик мо окружен","1"
"фррррр пук-пук факт сказа дикар ?","1"
"голода ! вон как толст жир бес","1"
"марк захарович натянул суд доказа смогл смир воня","1"
"долбильн налог хохл","1"
"выблядк свин собак гор пан бандеровск модератор заеб унижа - недостаточн ! совершен недостаточн !","1"
"звоночк жит снов ? !","0"
"пиздеш продленк съеба ?","1"
"дешев звуков карт че карт ? позвол куп что-нибуд хот ?","0"
"шар фильм ролик пил качествен формат обоссан ностальгир критик никуд дел скетч петросянств реквиз говн палок видн душ дела","0"
"либероидн промытк равн повер голов манямирок мкад сих пор лапт ходют","1"
"citigroup inc. планир прода нескольк тон золот предоставлен центральн банк венесуэл качеств обеспечен кредит размер 1,6 млрд истечен срок выкуп месяц сообща reuters ссылк источник власт венесуэл год использова финансов операц известн своп золот получен доступ денежн средств паден доход нефт однак последн год президент николас мадур из сил пыта вернут золот выда качеств обеспечен согласн услов сделк год citibank венесуэл должн погас 1,1 млрд март рассказа собеседник reuters знаком ситуац оста част займ необходим выплат след год рыночн стоимост золот котор планир прода citibank составля примерн 1,36 млрд слов источник 1,1 млрд банк использ погашен част кредит млн размест банковск счет нью-йорк напомн венесуэл продолжа глубок политическ кризис связа непризна президент николас мадур хочет уступа власт хуан гуайд котор поддержива больш част стран запад сша","0"
"вопрос лахт вопрос прост крымодебил котор даун прост заблужда скаж неужел стыдн стран котор прверат шлюх маф сросш государств нецжел стыдн наркотрафик правительствен воен борт прикрыт мид так махинац жил","1"
"долбоеб лезущ опасн мест ебан ублюдк альпинист созда сво неадекватн поведен итог проблем сво родн близк вообщ всем вокруг больн люд нех дела ох визг тепличн корзинок ваш предк полезш заснежен рашкинск болот выж сред гряз медвед комар единствен изобретен - факел харка еба никчемн вырожденц","1"
"сократ анальн цензур сет русн начнут дав дремлет хлопец дорог ...","1"
"обсужда любим передач лучш выпуск","0"
"эт мраз похож мо училк анатом хотел пизд лиц пина ног","1"
"побольш мук ад жидовск подстилк","1"
"жилищн вопрос так-т очен актуал стран","0"
"гениальн мысл ролик мысл консоле-пидор","1"
"контент звонов хорош спор чего-т равн хвата поэт марджина сих пор мэд познаком например","0"
"хохл вообщ оставля сто сам хохл","1"
"чист кажд минут начин год маньк эт террорист невыгодн жил долг иб дольш живеш несостыковок тво верс истор фальсифицирова лет будеш доказыва школьник друг пошлют нах быдл авторитет- книг говоря голов тв","1"
"гор бара пасет кортеж кадыров едет вон мечет - вся экскурс перв чеченск грозн город старин крепост очен историческ памятник разрушен восстановл хот так бабк ...","1"
"нашл богин ебан рот ху урод раздел нужн убра","1"
"баб найд пизд новохуелов учебник совет камасутр","1"
"друг - каминец жучковск спермоградц сам релевантн русск стран дан момент","1"
"договор свет недавн стрим бесплатн час вопрос отвеча ( дума )","0"
"курицын еба точн выеб ! курицын - гомосек народ ! шок ! курицын изнасилова ! задержа лыс мужчин ...","1"
"хохл одн сво существован оскорбля русск отказа регулярн выплат хохл","1"
"злобн дегенерат педераст здохш передоз говн блевотин котор отец отрек внов возвраща довод дет анальн колик сут таков телефон поступа видеодозвон кровожадн педоф вида слезш кука сата угрожа придт спальн час ноч сдела вам незабвен истерическ взгвизгиван йи-х ! вся северн америк паник ! оперативн сводк донос форс нача мексик распростран ве континент ! обществен трясет ужас негод ! невзир заверен полиц лиш безобидн форс никт собира насилова ваш спидозн жоп граждан вер вооружа случа всяк намерев встрет инфернальн педоф хэдшот еба распространя сертифицирова памятк анальн угроз сторон сдохш баребак будьт бдительн сам врем майкл джексон угрожа изнасилова ваш сын ! готов изнасилова !","1"
